# URE CONTROL TOOL V3.0.3
# Computation date: 2019/03/27 17:48:12
# Analysed streams: GAL258
# Analysed PRN: all PRN
# Analysed services: E1E5a
# Analysed period: 2019/03/01
# Sampling: 120s
# Analysis centre for input files: grg
# This file gives the orbital errors, the errors due to the clock models and the UREs (WUL and global average (Av))
# BGD / TGD and DCB values are monitored in single frequency mode
# Two types of clock BRDC/SP3 adjustments are used for computation: mean and median (med).
SVID;YYYY/MM/DD;HH:MM:SS;dX(m);dY(m);dZ(m);d3D(m);dR(m);dAC(m);dH_mean(m);dB_mean(m);dBGD_mean(m);AdjBGD-DCB_mean(m);URE_WUL_mean(m);URE_Av_mean(m);dH_med(m);dB_med(m);dBGD_med(m);AdjBGD-DCB_med(m);URE_WUL_med(m);URE_Av_med(m)
E31;2019/03/01;11:48:00;2.0299E-01;4.8212E-02;5.2998E-02;2.1526E-01;8.2784E-02;1.9871E-01;7.0816E-02;2.1463E-01;0.0000E+00;0.0000E+00;5.2836E-02;2.7513E-02;1.1327E-01;1.7218E-01;0.0000E+00;0.0000E+00;7.5241E-02;4.0730E-02
E33;2019/03/01;11:48:00;1.9267E-01;2.8201E-01;-3.3211E-01;4.7639E-01;4.7410E-02;4.7403E-01;-1.9761E-01;2.1463E-01;0.0000E+00;0.0000E+00;3.4604E-01;2.5163E-01;-1.5516E-01;1.7218E-01;0.0000E+00;0.0000E+00;3.0359E-01;2.1068E-01
E36;2019/03/01;11:48:00;-2.8968E-02;4.8573E-01;-2.5644E-02;4.8726E-01;-1.1957E-01;4.7236E-01;-3.8677E-02;2.1463E-01;0.0000E+00;0.0000E+00;1.7990E-01;9.9351E-02;3.7748E-03;1.7218E-01;0.0000E+00;0.0000E+00;2.2235E-01;1.3555E-01
E01;2019/03/01;11:50:00;6.2373E-02;1.8686E-01;5.8666E-02;2.0555E-01;1.2937E-01;1.5973E-01;6.3013E-03;2.1526E-01;0.0000E+00;0.0000E+00;1.5445E-01;1.2265E-01;5.0351E-02;1.7121E-01;0.0000E+00;0.0000E+00;1.1040E-01;7.9551E-02
E02;2019/03/01;11:50:00;-1.8666E-02;1.7501E-02;2.0613E-01;2.0771E-01;-9.1909E-02;1.8627E-01;-1.9336E-01;2.1526E-01;0.0000E+00;0.0000E+00;1.4376E-01;1.0568E-01;-1.4931E-01;1.7121E-01;0.0000E+00;0.0000E+00;9.9707E-02;6.3544E-02
E03;2019/03/01;11:50:00;-8.7341E-02;-3.9927E-03;1.3771E-01;1.6312E-01;8.7884E-02;1.3743E-01;-4.7734E-02;2.1526E-01;0.0000E+00;0.0000E+00;1.6317E-01;1.3531E-01;-3.6848E-03;1.7121E-01;0.0000E+00;0.0000E+00;1.1912E-01;9.1814E-02
E04;2019/03/01;11:50:00;1.2588E-01;4.4675E-02;5.5647E-02;1.4470E-01;4.7618E-02;1.3664E-01;-6.5203E-02;2.1526E-01;0.0000E+00;0.0000E+00;1.4115E-01;1.1339E-01;-2.1153E-02;1.7121E-01;0.0000E+00;0.0000E+00;9.7098E-02;7.0191E-02
E05;2019/03/01;11:50:00;-8.6066E-02;7.7378E-03;3.0358E-01;3.1564E-01;7.8426E-02;3.0574E-01;-5.3616E-02;2.1526E-01;0.0000E+00;0.0000E+00;1.9608E-01;1.3646E-01;-9.5663E-03;1.7121E-01;0.0000E+00;0.0000E+00;1.5203E-01;9.5091E-02
E07;2019/03/01;11:50:00;-4.5697E-01;1.3850E-01;-3.2363E-02;4.7859E-01;3.6451E-01;3.1014E-01;3.9834E-01;2.1526E-01;0.0000E+00;0.0000E+00;1.0923E-01;5.6225E-02;4.4239E-01;1.7121E-01;0.0000E+00;0.0000E+00;1.5328E-01;9.2802E-02
E08;2019/03/01;11:50:00;-4.4308E-02;2.1174E-01;2.4911E-01;3.2993E-01;4.8581E-02;3.2633E-01;7.9931E-02;2.1526E-01;0.0000E+00;0.0000E+00;1.0281E-01;5.2647E-02;1.2398E-01;1.7121E-01;0.0000E+00;0.0000E+00;1.4686E-01;8.6859E-02
E09;2019/03/01;11:50:00;-9.6611E-02;1.9855E-02;1.1025E-01;1.4793E-01;-9.2290E-02;1.1561E-01;-1.4420E-01;2.1526E-01;0.0000E+00;0.0000E+00;7.8984E-02;5.5440E-02;-1.0015E-01;1.7121E-01;0.0000E+00;0.0000E+00;3.4935E-02;1.7505E-02
E11;2019/03/01;11:50:00;-1.1174E-01;5.2618E-02;7.7667E-02;1.4590E-01;-8.8300E-02;1.1615E-01;6.6278E-02;2.1526E-01;0.0000E+00;0.0000E+00;1.7754E-01;1.5384E-01;1.1033E-01;1.7121E-01;0.0000E+00;0.0000E+00;2.2159E-01;1.9773E-01
E12;2019/03/01;11:50:00;4.5895E-01;-9.3591E-02;-6.3466E-01;7.8879E-01;1.0141E-01;7.8224E-01;1.7168E-01;2.1526E-01;0.0000E+00;0.0000E+00;2.4127E-01;1.2313E-01;2.1573E-01;1.7121E-01;0.0000E+00;0.0000E+00;2.8532E-01;1.5310E-01
E13;2019/03/01;11:50:00;-2.8965E-01;6.1030E-04;-4.6236E-02;2.9332E-01;1.3098E-01;2.6245E-01;1.4317E-01;2.1526E-01;0.0000E+00;0.0000E+00;7.1794E-02;3.6477E-02;1.8722E-01;1.7121E-01;0.0000E+00;0.0000E+00;1.1584E-01;6.7343E-02
E15;2019/03/01;11:50:00;-4.4401E-02;2.8536E-03;-8.4411E-02;9.5419E-02;3.0430E-04;9.5418E-02;-8.9028E-02;2.1526E-01;0.0000E+00;0.0000E+00;1.0988E-01;9.0155E-02;-4.4979E-02;1.7121E-01;0.0000E+00;0.0000E+00;6.5833E-02;4.6890E-02
E19;2019/03/01;11:50:00;2.5915E-01;1.2645E-01;8.2262E-03;2.8847E-01;-4.0690E-02;2.8558E-01;-1.1380E-01;2.1526E-01;0.0000E+00;0.0000E+00;1.3560E-01;8.2305E-02;-6.9746E-02;1.7121E-01;0.0000E+00;0.0000E+00;9.1550E-02;4.7062E-02
E21;2019/03/01;11:50:00;-1.3286E-02;-1.5643E-01;-1.2852E-01;2.0289E-01;-1.9049E-02;2.0200E-01;-7.1653E-02;2.1526E-01;0.0000E+00;0.0000E+00;9.6571E-02;5.8875E-02;-2.7604E-02;1.7121E-01;0.0000E+00;0.0000E+00;5.2521E-02;2.7287E-02
E24;2019/03/01;11:50:00;-1.7251E-02;-2.1206E-02;1.0243E-01;1.0601E-01;6.4986E-02;8.3757E-02;6.1898E-02;2.1526E-01;0.0000E+00;0.0000E+00;1.9618E-02;1.0894E-02;1.0595E-01;1.7121E-01;0.0000E+00;0.0000E+00;6.0546E-02;4.3375E-02
E25;2019/03/01;11:50:00;-2.8529E-01;-2.5771E-01;1.0130E-01;3.9757E-01;-8.7189E-02;3.8789E-01;-2.5310E-01;2.1526E-01;0.0000E+00;0.0000E+00;2.5154E-01;1.7453E-01;-2.0905E-01;1.7121E-01;0.0000E+00;0.0000E+00;2.0749E-01;1.3289E-01
E26;2019/03/01;11:50:00;-2.7585E-01;5.5487E-02;-9.0392E-02;2.9553E-01;8.0994E-02;2.8422E-01;-1.4163E-01;2.1526E-01;0.0000E+00;0.0000E+00;2.8195E-01;2.2425E-01;-9.7583E-02;1.7121E-01;0.0000E+00;0.0000E+00;2.3790E-01;1.8092E-01
E27;2019/03/01;11:50:00;-3.6577E-02;-9.8165E-02;-4.7811E-02;1.1515E-01;7.2196E-02;8.9710E-02;1.2841E-01;2.1526E-01;0.0000E+00;0.0000E+00;7.7239E-02;5.8540E-02;1.7246E-01;1.7121E-01;0.0000E+00;0.0000E+00;1.2129E-01;1.0210E-01
E30;2019/03/01;11:50:00;-1.5096E-01;-1.9769E-01;-7.6101E-02;2.6012E-01;1.9247E-01;1.7498E-01;2.8461E-01;2.1526E-01;0.0000E+00;0.0000E+00;1.3435E-01;9.7904E-02;3.2866E-01;1.7121E-01;0.0000E+00;0.0000E+00;1.7840E-01;1.4115E-01
E31;2019/03/01;11:50:00;2.0040E-01;5.0973E-02;5.1360E-02;2.1307E-01;8.1814E-02;1.9673E-01;7.2548E-02;2.1526E-01;0.0000E+00;0.0000E+00;4.9733E-02;2.6354E-02;1.1660E-01;1.7121E-01;0.0000E+00;0.0000E+00;7.9092E-02;4.4016E-02
E33;2019/03/01;11:50:00;1.9407E-01;2.8867E-01;-3.2997E-01;4.7945E-01;4.8782E-02;4.7696E-01;-1.9948E-01;2.1526E-01;0.0000E+00;0.0000E+00;3.4988E-01;2.5484E-01;-1.5543E-01;1.7121E-01;0.0000E+00;0.0000E+00;3.0583E-01;2.1233E-01
E36;2019/03/01;11:50:00;-2.9446E-02;4.8956E-01;-1.9212E-02;4.9082E-01;-1.2136E-01;4.7558E-01;-4.0365E-02;2.1526E-01;0.0000E+00;0.0000E+00;1.8066E-01;9.9660E-02;3.6848E-03;1.7121E-01;0.0000E+00;0.0000E+00;2.2471E-01;1.3723E-01
E01;2019/03/01;11:52:00;6.1285E-02;1.9002E-01;5.8662E-02;2.0810E-01;1.3214E-01;1.6077E-01;1.0888E-02;2.1383E-01;0.0000E+00;0.0000E+00;1.5279E-01;1.2083E-01;5.4486E-02;1.7024E-01;0.0000E+00;0.0000E+00;1.0919E-01;7.8220E-02
E02;2019/03/01;11:52:00;-2.1232E-02;1.8222E-02;2.1021E-01;2.1206E-01;-9.2912E-02;1.9063E-01;-1.9188E-01;2.1383E-01;0.0000E+00;0.0000E+00;1.4224E-01;1.0341E-01;-1.4828E-01;1.7024E-01;0.0000E+00;0.0000E+00;9.8639E-02;6.1899E-02
E03;2019/03/01;11:52:00;-8.7227E-02;-5.4825E-03;1.3753E-01;1.6295E-01;8.7492E-02;1.3747E-01;-4.7194E-02;2.1383E-01;0.0000E+00;0.0000E+00;1.6225E-01;1.3440E-01;-3.5956E-03;1.7024E-01;0.0000E+00;0.0000E+00;1.1865E-01;9.1349E-02
E04;2019/03/01;11:52:00;1.3342E-01;4.6980E-02;5.5315E-02;1.5188E-01;5.1079E-02;1.4303E-01;-6.4126E-02;2.1383E-01;0.0000E+00;0.0000E+00;1.4483E-01;1.1581E-01;-2.0528E-02;1.7024E-01;0.0000E+00;0.0000E+00;1.0123E-01;7.3085E-02
E05;2019/03/01;11:52:00;-1.1319E-01;-2.4067E-02;2.4512E-01;2.7106E-01;2.5440E-02;2.6986E-01;-9.2326E-02;2.1383E-01;0.0000E+00;0.0000E+00;1.7532E-01;1.2231E-01;-4.8728E-02;1.7024E-01;0.0000E+00;0.0000E+00;1.3172E-01;8.1409E-02
E07;2019/03/01;11:52:00;-4.6002E-01;1.3774E-01;-2.8983E-02;4.8108E-01;3.6714E-01;3.1088E-01;4.0475E-01;2.1383E-01;0.0000E+00;0.0000E+00;1.1323E-01;5.9057E-02;4.4834E-01;1.7024E-01;0.0000E+00;0.0000E+00;1.5683E-01;9.5896E-02
E08;2019/03/01;11:52:00;-3.8931E-02;2.1445E-01;2.4914E-01;3.3102E-01;4.6618E-02;3.2772E-01;8.3652E-02;2.1383E-01;0.0000E+00;0.0000E+00;1.0875E-01;5.6408E-02;1.2725E-01;1.7024E-01;0.0000E+00;0.0000E+00;1.5235E-01;9.1537E-02
E09;2019/03/01;11:52:00;-8.8115E-02;-2.4784E-02;1.6851E-01;1.9176E-01;-1.0850E-01;1.5812E-01;-1.6189E-01;2.1383E-01;0.0000E+00;0.0000E+00;9.0005E-02;5.8769E-02;-1.1829E-01;1.7024E-01;0.0000E+00;0.0000E+00;4.6407E-02;2.3294E-02
E11;2019/03/01;11:52:00;-1.0754E-01;5.9492E-02;8.6630E-02;1.5036E-01;-8.7625E-02;1.2219E-01;6.7093E-02;2.1383E-01;0.0000E+00;0.0000E+00;1.7900E-01;1.5406E-01;1.1069E-01;1.7024E-01;0.0000E+00;0.0000E+00;2.2259E-01;1.9749E-01
E12;2019/03/01;11:52:00;4.6566E-01;-8.6396E-02;-6.3822E-01;7.9475E-01;1.0290E-01;7.8806E-01;1.7138E-01;2.1383E-01;0.0000E+00;0.0000E+00;2.4078E-01;1.2272E-01;2.1498E-01;1.7024E-01;0.0000E+00;0.0000E+00;2.8438E-01;1.5192E-01
E13;2019/03/01;11:52:00;-2.9028E-01;8.0545E-03;-4.5628E-02;2.9395E-01;1.2891E-01;2.6418E-01;1.4710E-01;2.1383E-01;0.0000E+00;0.0000E+00;7.8119E-02;3.9398E-02;1.9070E-01;1.7024E-01;0.0000E+00;0.0000E+00;1.2172E-01;7.2282E-02
E15;2019/03/01;11:52:00;-4.2783E-02;3.9934E-03;-8.5420E-02;9.5619E-02;-2.8001E-04;9.5618E-02;-8.7078E-02;2.1383E-01;0.0000E+00;0.0000E+00;1.0740E-01;8.7658E-02;-4.3480E-02;1.7024E-01;0.0000E+00;0.0000E+00;6.3806E-02;4.4898E-02
E19;2019/03/01;11:52:00;2.5834E-01;1.3112E-01;5.0970E-03;2.8976E-01;-3.8424E-02;2.8720E-01;-1.1320E-01;2.1383E-01;0.0000E+00;0.0000E+00;1.3756E-01;8.3862E-02;-6.9601E-02;1.7024E-01;0.0000E+00;0.0000E+00;9.3965E-02;4.8560E-02
E21;2019/03/01;11:52:00;-1.2834E-02;-1.5708E-01;-1.2730E-01;2.0259E-01;-1.8345E-02;2.0176E-01;-6.8199E-02;2.1383E-01;0.0000E+00;0.0000E+00;9.3752E-02;5.6391E-02;-2.4600E-02;1.7024E-01;0.0000E+00;0.0000E+00;5.0154E-02;2.6596E-02
E24;2019/03/01;11:52:00;-4.6054E-03;-5.8497E-02;7.5917E-02;9.5951E-02;4.8339E-02;8.2885E-02;6.9540E-02;2.1383E-01;0.0000E+00;0.0000E+00;4.0207E-02;2.4415E-02;1.1314E-01;1.7024E-01;0.0000E+00;0.0000E+00;8.3805E-02;6.6446E-02
E25;2019/03/01;11:52:00;-2.5987E-01;-2.2337E-01;8.5846E-02;3.5327E-01;-8.5324E-02;3.4281E-01;-2.5959E-01;2.1383E-01;0.0000E+00;0.0000E+00;2.5014E-01;1.8105E-01;-2.1600E-01;1.7024E-01;0.0000E+00;0.0000E+00;2.0654E-01;1.3915E-01
E26;2019/03/01;11:52:00;-2.5640E-01;4.9484E-02;-9.4029E-02;2.7755E-01;6.6438E-02;2.6948E-01;-1.2140E-01;2.1383E-01;0.0000E+00;0.0000E+00;2.4432E-01;1.8989E-01;-7.7800E-02;1.7024E-01;0.0000E+00;0.0000E+00;2.0073E-01;1.4722E-01
E27;2019/03/01;11:52:00;-4.8503E-02;-7.0310E-02;-6.9646E-02;1.1021E-01;9.3339E-02;5.8604E-02;1.2798E-01;2.1383E-01;0.0000E+00;0.0000E+00;4.9459E-02;3.6950E-02;1.7158E-01;1.7024E-01;0.0000E+00;0.0000E+00;9.3057E-02;8.0130E-02
E30;2019/03/01;11:52:00;-1.5074E-01;-1.9571E-01;-7.6966E-02;2.5874E-01;1.9173E-01;1.7374E-01;2.8748E-01;2.1383E-01;0.0000E+00;0.0000E+00;1.3768E-01;1.0137E-01;3.3107E-01;1.7024E-01;0.0000E+00;0.0000E+00;1.8128E-01;1.4423E-01
E31;2019/03/01;11:52:00;1.9829E-01;5.4394E-02;4.9472E-02;2.1148E-01;8.1196E-02;1.9527E-01;7.6326E-02;2.1383E-01;0.0000E+00;0.0000E+00;4.5036E-02;2.5198E-02;1.1992E-01;1.7024E-01;0.0000E+00;0.0000E+00;8.2708E-02;4.7201E-02
E33;2019/03/01;11:52:00;1.9457E-01;2.9455E-01;-3.2775E-01;4.8170E-01;4.9631E-02;4.7914E-01;-1.9928E-01;2.1383E-01;0.0000E+00;0.0000E+00;3.5098E-01;2.5553E-01;-1.5568E-01;1.7024E-01;0.0000E+00;0.0000E+00;3.0738E-01;2.1346E-01
E36;2019/03/01;11:52:00;-2.8883E-02;4.9337E-01;-1.2524E-02;4.9437E-01;-1.2279E-01;4.7888E-01;-4.0003E-02;2.1383E-01;0.0000E+00;0.0000E+00;1.8312E-01;1.0132E-01;3.5956E-03;1.7024E-01;0.0000E+00;0.0000E+00;2.2672E-01;1.3859E-01
E01;2019/03/01;11:54:00;1.9889E-02;2.2247E-01;4.2479E-02;2.2736E-01;1.7489E-01;1.4527E-01;3.3080E-02;2.1935E-01;0.0000E+00;0.0000E+00;1.6900E-01;1.4016E-01;7.0368E-02;1.8206E-01;0.0000E+00;0.0000E+00;1.3172E-01;1.0332E-01
E02;2019/03/01;11:54:00;-2.4775E-02;1.9498E-02;2.1455E-01;2.1686E-01;-9.4871E-02;1.9501E-01;-1.9735E-01;2.1935E-01;0.0000E+00;0.0000E+00;1.4674E-01;1.0699E-01;-1.6006E-01;1.8206E-01;0.0000E+00;0.0000E+00;1.0945E-01;7.1256E-02
E03;2019/03/01;11:54:00;-8.6983E-02;-7.9818E-03;1.3732E-01;1.6274E-01;8.7598E-02;1.3716E-01;-5.3594E-02;2.1935E-01;0.0000E+00;0.0000E+00;1.6869E-01;1.4084E-01;-1.6306E-02;1.8206E-01;0.0000E+00;0.0000E+00;1.3140E-01;1.0395E-01
E04;2019/03/01;11:54:00;6.9496E-02;5.7339E-02;7.5426E-02;1.1750E-01;1.5707E-02;1.1645E-01;-5.1969E-02;2.1935E-01;0.0000E+00;0.0000E+00;9.2401E-02;6.9039E-02;-1.4681E-02;1.8206E-01;0.0000E+00;0.0000E+00;5.5112E-02;3.3601E-02
E05;2019/03/01;11:54:00;-1.1303E-01;-2.7641E-02;2.4611E-01;2.7223E-01;2.3307E-02;2.7123E-01;-9.7420E-02;2.1935E-01;0.0000E+00;0.0000E+00;1.7862E-01;1.2523E-01;-6.0132E-02;1.8206E-01;0.0000E+00;0.0000E+00;1.4133E-01;8.9992E-02
E07;2019/03/01;11:54:00;-4.6097E-01;1.6687E-01;-3.2009E-02;4.9129E-01;3.5573E-01;3.3885E-01;3.7607E-01;2.1935E-01;0.0000E+00;0.0000E+00;1.0171E-01;5.0637E-02;4.1336E-01;1.8206E-01;0.0000E+00;0.0000E+00;1.3900E-01;7.6868E-02
E08;2019/03/01;11:54:00;-9.2090E-02;1.8517E-01;2.1902E-01;3.0122E-01;6.9929E-02;2.9300E-01;7.0885E-02;2.1935E-01;0.0000E+00;0.0000E+00;6.5738E-02;3.7491E-02;1.0817E-01;1.8206E-01;0.0000E+00;0.0000E+00;1.0303E-01;5.4345E-02
E09;2019/03/01;11:54:00;-8.6016E-02;-2.6494E-02;1.6644E-01;1.8922E-01;-1.0886E-01;1.5476E-01;-1.6768E-01;2.1935E-01;0.0000E+00;0.0000E+00;9.4719E-02;6.3764E-02;-1.3040E-01;1.8206E-01;0.0000E+00;0.0000E+00;5.7431E-02;3.0586E-02
E11;2019/03/01;11:54:00;-1.2374E-01;2.8650E-02;3.6308E-02;1.3210E-01;-7.8818E-02;1.0601E-01;7.3101E-02;2.1935E-01;0.0000E+00;0.0000E+00;1.7292E-01;1.5123E-01;1.1039E-01;1.8206E-01;0.0000E+00;0.0000E+00;2.1021E-01;1.8840E-01
E12;2019/03/01;11:54:00;4.7228E-01;-8.0255E-02;-6.4168E-01;8.0078E-01;1.0326E-01;7.9409E-01;1.6414E-01;2.1935E-01;0.0000E+00;0.0000E+00;2.3448E-01;1.1920E-01;2.0142E-01;1.8206E-01;0.0000E+00;0.0000E+00;2.7177E-01;1.4236E-01
E13;2019/03/01;11:54:00;-2.9151E-01;1.6477E-02;-4.4891E-02;2.9541E-01;1.2667E-01;2.6687E-01;1.4408E-01;2.1935E-01;0.0000E+00;0.0000E+00;7.7862E-02;3.9279E-02;1.8136E-01;1.8206E-01;0.0000E+00;0.0000E+00;1.1515E-01;6.6236E-02
E15;2019/03/01;11:54:00;-4.1192E-02;6.2012E-03;-8.6191E-02;9.5729E-02;-1.8317E-03;9.5711E-02;-9.2069E-02;2.1935E-01;0.0000E+00;0.0000E+00;1.1090E-01;9.1091E-02;-5.4780E-02;1.8206E-01;0.0000E+00;0.0000E+00;7.3612E-02;5.4371E-02
E19;2019/03/01;11:54:00;2.0768E-01;1.6060E-01;-4.4479E-02;2.6627E-01;3.1463E-02;2.6441E-01;-7.2154E-02;2.1935E-01;0.0000E+00;0.0000E+00;1.5985E-01;1.0849E-01;-3.4865E-02;1.8206E-01;0.0000E+00;0.0000E+00;1.2256E-01;7.3972E-02
E21;2019/03/01;11:54:00;-3.4218E-02;-1.9522E-01;-1.3896E-01;2.4206E-01;-1.2160E-02;2.4175E-01;-3.6047E-02;2.1935E-01;0.0000E+00;0.0000E+00;7.6257E-02;3.9167E-02;1.2410E-03;1.8206E-01;0.0000E+00;0.0000E+00;6.5199E-02;3.3586E-02
E24;2019/03/01;11:54:00;-2.2072E-03;-5.5768E-02;7.5787E-02;9.4120E-02;5.0108E-02;7.9673E-02;6.4692E-02;2.1935E-01;0.0000E+00;0.0000E+00;3.2939E-02;1.8470E-02;1.0198E-01;1.8206E-01;0.0000E+00;0.0000E+00;7.0227E-02;5.3674E-02
E25;2019/03/01;11:54:00;-2.6110E-01;-2.2210E-01;8.4488E-02;3.5305E-01;-8.6055E-02;3.4240E-01;-2.6693E-01;2.1935E-01;0.0000E+00;0.0000E+00;2.5668E-01;1.8747E-01;-2.2964E-01;1.8206E-01;0.0000E+00;0.0000E+00;2.1939E-01;1.5146E-01
E26;2019/03/01;11:54:00;-2.5728E-01;4.5226E-02;-9.3245E-02;2.7737E-01;6.6520E-02;2.6927E-01;-1.2674E-01;2.1935E-01;0.0000E+00;0.0000E+00;2.4970E-01;1.9521E-01;-8.9449E-02;1.8206E-01;0.0000E+00;0.0000E+00;2.1241E-01;1.5865E-01
E27;2019/03/01;11:54:00;-4.8599E-02;-6.6281E-02;-6.7908E-02;1.0661E-01;9.1879E-02;5.4082E-02;1.2389E-01;2.1935E-01;0.0000E+00;0.0000E+00;4.5819E-02;3.4232E-02;1.6118E-01;1.8206E-01;0.0000E+00;0.0000E+00;8.3107E-02;7.1151E-02
E30;2019/03/01;11:54:00;-1.5167E-01;-1.9416E-01;-7.7740E-02;2.5835E-01;1.9123E-01;1.7371E-01;2.8340E-01;2.1935E-01;0.0000E+00;0.0000E+00;1.3408E-01;9.7880E-02;3.2069E-01;1.8206E-01;0.0000E+00;0.0000E+00;1.7137E-01;1.3446E-01
E31;2019/03/01;11:54:00;1.9678E-01;5.8498E-02;4.7344E-02;2.1068E-01;8.0963E-02;1.9450E-01;7.3162E-02;2.1935E-01;0.0000E+00;0.0000E+00;4.7805E-02;2.5678E-02;1.1045E-01;1.8206E-01;0.0000E+00;0.0000E+00;7.3296E-02;3.9594E-02
E33;2019/03/01;11:54:00;1.9408E-01;2.9960E-01;-3.2549E-01;4.8308E-01;4.9922E-02;4.8049E-01;-2.0601E-01;2.1935E-01;0.0000E+00;0.0000E+00;3.5828E-01;2.6239E-01;-1.6872E-01;1.8206E-01;0.0000E+00;0.0000E+00;3.2099E-01;2.2630E-01
E36;2019/03/01;11:54:00;-1.1016E-02;5.1719E-01;1.4763E-02;5.1752E-01;-1.3702E-01;4.9905E-01;-3.8529E-02;2.1935E-01;0.0000E+00;0.0000E+00;2.0285E-01;1.1544E-01;-1.2410E-03;1.8206E-01;0.0000E+00;0.0000E+00;2.4013E-01;1.4796E-01
E01;2019/03/01;11:56:00;2.1738E-02;2.2422E-01;4.2536E-02;2.2925E-01;1.7535E-01;1.4768E-01;4.1564E-02;2.1453E-01;0.0000E+00;0.0000E+00;1.6148E-01;1.3225E-01;7.3547E-02;1.8255E-01;0.0000E+00;0.0000E+00;1.2950E-01;1.0070E-01
E02;2019/03/01;11:56:00;-2.9260E-02;2.1341E-02;2.1917E-01;2.2214E-01;-9.7773E-02;1.9946E-01;-1.9249E-01;2.1453E-01;0.0000E+00;0.0000E+00;1.4000E-01;9.9645E-02;-1.6051E-01;1.8255E-01;0.0000E+00;0.0000E+00;1.0802E-01;6.9211E-02
E03;2019/03/01;11:56:00;-8.6619E-02;-1.1454E-02;1.3708E-01;1.6256E-01;8.8178E-02;1.3657E-01;-4.9660E-02;2.1453E-01;0.0000E+00;0.0000E+00;1.6519E-01;1.3749E-01;-1.7677E-02;1.8255E-01;0.0000E+00;0.0000E+00;1.3321E-01;1.0585E-01
E04;2019/03/01;11:56:00;7.5054E-02;6.0727E-02;7.5865E-02;1.2279E-01;1.8633E-02;1.2136E-01;-4.7484E-02;2.1453E-01;0.0000E+00;0.0000E+00;9.1832E-02;6.7611E-02;-1.5501E-02;1.8255E-01;0.0000E+00;0.0000E+00;5.9849E-02;3.7210E-02
E05;2019/03/01;11:56:00;-1.1335E-01;-3.2107E-02;2.4704E-01;2.7370E-01;2.0761E-02;2.7291E-01;-9.2184E-02;2.1453E-01;0.0000E+00;0.0000E+00;1.7126E-01;1.1788E-01;-6.0202E-02;1.8255E-01;0.0000E+00;0.0000E+00;1.3928E-01;8.7836E-02
E07;2019/03/01;11:56:00;-4.6202E-01;1.6776E-01;-2.9042E-02;4.9239E-01;3.5581E-01;3.4036E-01;3.8587E-01;2.1453E-01;0.0000E+00;0.0000E+00;1.1176E-01;5.6435E-02;4.1785E-01;1.8255E-01;0.0000E+00;0.0000E+00;1.4375E-01;8.0660E-02
E08;2019/03/01;11:56:00;-8.4107E-02;1.8586E-01;2.1950E-01;2.9966E-01;6.7749E-02;2.9190E-01;7.8013E-02;2.1453E-01;0.0000E+00;0.0000E+00;7.4759E-02;3.8990E-02;1.1000E-01;1.8255E-01;0.0000E+00;0.0000E+00;1.0674E-01;5.7195E-02
E09;2019/03/01;11:56:00;-8.4922E-02;-2.8434E-02;1.6445E-01;1.8725E-01;-1.1018E-01;1.5141E-01;-1.6314E-01;2.1453E-01;0.0000E+00;0.0000E+00;8.8164E-02;5.8095E-02;-1.3116E-01;1.8255E-01;0.0000E+00;0.0000E+00;5.6181E-02;2.9901E-02
E11;2019/03/01;11:56:00;-1.1826E-01;3.3557E-02;4.5069E-02;1.3093E-01;-7.8578E-02;1.0473E-01;7.7288E-02;2.1453E-01;0.0000E+00;0.0000E+00;1.7659E-01;1.5515E-01;1.0927E-01;1.8255E-01;0.0000E+00;0.0000E+00;2.0858E-01;1.8703E-01
E12;2019/03/01;11:56:00;4.7879E-01;-7.5119E-02;-6.4501E-01;8.0680E-01;1.0254E-01;8.0025E-01;1.6723E-01;2.1453E-01;0.0000E+00;0.0000E+00;2.3961E-01;1.2190E-01;1.9922E-01;1.8255E-01;0.0000E+00;0.0000E+00;2.7159E-01;1.4187E-01
E13;2019/03/01;11:56:00;-2.9334E-01;2.5826E-02;-4.4027E-02;2.9775E-01;1.2426E-01;2.7059E-01;1.5137E-01;2.1453E-01;0.0000E+00;0.0000E+00;8.8316E-02;4.5233E-02;1.8336E-01;1.8255E-01;0.0000E+00;0.0000E+00;1.2030E-01;7.0246E-02
E15;2019/03/01;11:56:00;-3.9617E-02;9.4287E-03;-8.6718E-02;9.5804E-02;-4.3187E-03;9.5707E-02;-8.6723E-02;2.1453E-01;0.0000E+00;0.0000E+00;1.0313E-01;8.3377E-02;-5.4741E-02;1.8255E-01;0.0000E+00;0.0000E+00;7.1143E-02;5.1952E-02
E19;2019/03/01;11:56:00;2.0684E-01;1.6832E-01;-4.7153E-02;2.7081E-01;3.5023E-02;2.6854E-01;-6.7655E-02;2.1453E-01;0.0000E+00;0.0000E+00;1.5972E-01;1.0771E-01;-3.5673E-02;1.8255E-01;0.0000E+00;0.0000E+00;1.2774E-01;7.8060E-02
E21;2019/03/01;11:56:00;-3.2726E-02;-1.9863E-01;-1.3735E-01;2.4370E-01;-1.3547E-02;2.4332E-01;-2.9190E-02;2.1453E-01;0.0000E+00;0.0000E+00;6.8384E-02;3.4900E-02;2.7925E-03;1.8255E-01;0.0000E+00;0.0000E+00;6.8444E-02;3.5014E-02
